TOPICS,Question,Option A,Option B,Option C,Option D,Correct Answer
Data Science,Which library is primarily used for data visualization in Python?,Matplotlib,NumPy,TensorFlow,Keras,A
Data Science,What is a confusion matrix used for?,Evaluating classifiers,Summing data,Clustering,Data transfer,A
Data Science,Which is NOT a structured data type?,Text document,Relational table,Excel file,CSV,A
Data Science,“EDA” stands for:,Exploratory Data Analysis,Extended Data Application,Extreme Data Analysis,Entity-Driven Analytics,A
Data Science,What is “big data”?,Large & complex datasets,Spreadsheet tables,Multi-core processors,Only image data,A
Data Science,Which command in pandas reads a CSV file?,read_csv(),read(),load_dataset(),csv_import(),A
Data Science,What is the goal of data normalization?,Standardize feature scales,Remove nulls,Increase variance,Encrypt data,A
Data Science,Which algorithm is best for classifying emails as spam or not?,Naive Bayes,K-means,Linear Regression,PCA,A
Data Science,What represents the target variable in regression?,Output/Y,Input/X,Parameter,Loss,A
Data Science,“One-hot encoding” is used when:,Handling categories,Missing values,Model testing,Outlier detection,A
Data Science,Which of these is NOT a performance metric for regression?,Accuracy,MAE,RMSE,R-squared,A
Data Science,What is a data pipeline?,Automated data flow,Backup process,Visualization flow,Model output storage,A
Data Science,Which database is best for storing relational data?,PostgreSQL,MongoDB,Neo4j,Redis,A
Data Science,Which is NOT an unsupervised learning algorithm?,Decision Tree,K-means,PCA,Hierarchical clustering,A
Data Science,“Correlation” between variables describes:,Strength/Direction,Data type,Model accuracy,Regression score,A
Data Science,What does RMSE stand for?,Root Mean Squared Error,Relative Model Simple Error,Regression Mean Square Error,Real Model Standard Error,A
Data Science,Which Python package is widely used for numerical operations?,NumPy,Matplotlib,Flask,Django,A
Data Science,What is the main advantage of decision trees?,Interpretability,Always optimal,No overfitting,Speed,A
Data Science,What is the role of “sampling” in data science?,Select subset of data,Increase variance,Create more features,Increase computation,A
Data Science,Which visualization best shows trends over time?,Line chart,Bar chart,Scatterplot,Pie chart,A
Data Science,Which is NOT a step of the CRISP-DM process?,Website creation,Data understanding,Modeling,Deployment,A
Data Science,“Gathering data” is also known as:,Data collection,Data mining,Data cleaning,Data wrangling,A
Data Science,An algorithm with O(n log n) time is:,More efficient than O(n^2),Faster than O(1),Slower than O(n),Same as O(n^3),A
Data Science,What is cross-validation?,Model validation method,Data normalization,Feature extraction,Data source linking,A
Data Science,The “test set” is used for:,Evaluating a trained model,Training model,Improving model,Creating new features,A
Data Science,Which directly reduces model overfitting?,Regularization,More features,More layers,Higher batch size,A
Data Science,“Imputation” in data science is:,Filling missing values,Model tuning,Column renaming,Data shuffling,A
Data Science,What is “outlier” in a dataset?,Value far from others,Median value,Most frequent data,Zero values,A
Data Science,The “mode” of a dataset is:,Most frequent value,Average value,Middle value,Data type,A
Data Science,Which metric is most used for classification tasks?,Accuracy,Mean,MSE,RMSE,A
Data Science,“Logistic regression” outputs:,Probabilities,Categorical labels,Data tables,Regression lines,A
Data Science,What does “TPR” mean?,True Positive Rate,Total Positive Ratio,Transpose Parameter Range,Table Precision Rule,A
Data Science,Feature scaling is important for:,Algorithms using distance,Tree-based models,Data ingestion,Relational joins,A
Data Science,What is “dimensionality reduction”?,Reducing # features,Increasing model time,Data encryption,Data sampling,A
Data Science,What is K in k-means?,Number of clusters,Kernel size,Number of samples,Number of features,A
Data Science,What does “mean imputation” fill?,Missing values,Outliers,All zeros,Mode only,A
Data Science,Which is the dependent variable?,Y,X,Z,W,A
Data Science,The main goal of data wrangling is:,Clean and transform data,Build models,Find clusters,Increase sparsity,A
Data Science,What is PCA used for?,Dimensionality reduction,Regression,Outlier removal,Data loading,A
Data Science,Which is NOT a machine learning task?,Data backup,Regression,Clustering,Classification,A
Data Science,What is “label encoding”?,Assign number to category,Assign label to label,Impute labels,Add new features,A
Data Science,Which best describes an “ensemble model”?,Combines multiple algorithms,Selects one at random,Uses only one tree,Chooses best row,A
Data Science,Which task is typically NOT automated by data science?,Cooking meals,Predicting sales,Image classification,Fraud detection,A
Data Science,Bagging and boosting are techniques for:,Model ensembling,Visualization,Data collection,Text cleaning,A
Data Science,What is an ROC curve?,Plot of TPR vs FPR,Regression step,Root operation class,Ratio of clusters,A
Data Science,Which file type is best for exchanging tabular data?,CSV,PNG,PDF,GIF,A
Data Science,What is data augmentation?,Creating new samples,Summing columns,Data transformation,Model stacking,A
Data Science,Which is NOT a step in preprocessing?,Model deployment,Outlier removal,Imputation,Normalization,A
Data Science,Which function is used to compute mean in pandas?,mean(),sum(),average(),max(),A
Data Science,What does “scikit-learn” provide?,ML algorithms,Visualization,Web frameworks,OS routines,A
Data Science,The “variance” of a dataset is:,Spread of data,Sum of data,Largest value,Data type,A
Data Science,What is the main purpose of cross-validation?,Test generalization,Increase variance,Remove noise,Add outliers,A
Data Science,Precision in a classifier is:,TP / (TP+FP),TP / (TP + FN),FP / (TP+FN),TN / (TN+FP),A
Data Science,“Random Forest” is:,An ensemble of trees,Linear model,Single tree,Clustering method,A
Data Science,The mean absolute error (MAE) is used for:,Regression evaluation,Classification scoring,Clustering output,Feature selection,A
Data Science,What is a “test-train split”?,Divide data for training/testing,Build both models,Predict time,Outlier process,A
Data Science,Which Python library provides powerful table-like objects?,pandas,matplotlib,requests,seaborn,A
Data Science,Which is a disadvantage of high model complexity?,Overfitting,Underfitting,Faster computation,No visualizations,A
Data Science,A “left join” in SQL is used to:,Keep all left table rows,Only matching rows,Only right table rows,Remove duplicates,A
Data Science,Which plot is best for frequency counts?,Bar chart,Line chart,Scatter plot,Box plot,A
Data Science,“Skewness” in data measures:,Asymmetry of distribution,Repetition,Typical value,Class boundary,A
Data Science,NLP stands for:,Natural Language Processing,Normal Layered Protocol,Neural Learning Process,Normalized Logic Programming,A
Data Science,What is a hash function used for in data science?,Indexing/searching,Feature selection,Data shuffling,Class label assignment,A
Data Science,Which concept measures linear relationship between variables?,Correlation,Mean difference,Clustering,PCA,A
Data Science,The process of reducing duplicate values in data is called:,Deduplication,Generation,Transformation,PCA,A
Data Science,Which model is used for time series forecasting?,ARIMA,K-means,SVM,PCA,A
Data Science,What is “tokenization” in NLP?,Splitting text into units,Counting words,Assigning sentiments,Removing punctuation,A
Data Science,Which technique finds groups in unlabelled data?,Clustering,Label encoding,Logistic regression,Data mining,A
Data Science,“Recall” measures:,True positive rate,All positives,False positive rate,Negative recall,A
Data Science,"For large sparse matrices, which format is best?",Compressed,Dense,List,Image,A
Data Science,The “F1-score” is a combination of:,Precision & Recall,Accuracy & Recall,Precision & Accuracy,None,A
Data Science,“Tidy data” refers to:,Each variable as a column,Only numeric variables,Random values,Mixed data types,A
Data Science,What is “stratified sampling”?,Proportional group sampling,Take first k rows,Random with replacement,Alphabetical grouping,A
Data Science,Which is NOT a transformation method?,Random walk,Scaling,Normalization,Log transform,A
Data Science,Which is a type of supervised learning?,Classification,Clustering,K-means,PCA,A
Data Science,Data analysis steps exclude:,Cooking,Exploration,Preprocessing,Modeling,A
Data Science,ROC AUC measures:,Area under ROC curve,Numeric feature mean,Outlier count,Model p-value,A
Data Science,“Batch processing” means:,Processing in large groups,One item at a time,Infinite calculation,Only neural nets,A
Data Science,Which technique reduces variance by repeatedly sampling subsets?,Bagging,Boosting,Blending,Cascade,A
Data Science,What is “data wrangling”?,Data cleaning & reformatting,Data deletion,Dependent variable sel.,Outlier analysis,A
Data Science,Which is a benefit of feature selection?,Improves model accuracy,Increases overfitting,No effect,Reduces variance,A
Data Science,"What does the ""tail"" function in pandas do?",Shows last rows,Shows first rows,Sorts values,Groups columns,A
Data Science,Which is NOT a type of join?,Mirror join,Inner join,Left join,Full outer join,A
Data Science,What is “semantic analysis” in NLP?,Understanding meaning,Detecting language,Spelling correction,Counting words,A
Data Science,Which task is unsupervised?,Clustering,Regression,Labeled classification,Forecasting,A
Data Science,What is “Feature importance” in modeling?,Score of variable impact,Ranking data,F1 score,Feature target,A
Data Science,Which technique quickly reduces data dimension but loses info?,PCA,Normalization,Model tuning,Label encoding,A
Data Science,What is “Z-score normalization”?,Center/scale data,Convert to binary,Add labels,Split into rows,A
Data Science,Overfitting is MOST likely if:,Model too complex,Model too simple,Too little data,None of above,A
Data Science,Which is NOT an accuracy metric for classification?,MSE,Precision,Recall,F1-score,A
Data Science,Which format is best for human-readable tabular data?,CSV,PNG,HDF5,MP3,A
Data Science,Data “filtering” means:,Selecting subset rows,Filling missing values,Adding columns,Renaming variables,A
Data Science,Which metric is often used for imbalanced data?,F1-score,Mean,Mode,Variance,A
Data Science,"In scikit-learn, which function is often used for model evaluation?",cross_val_score,feature_importances_,fit_transform,describe,A
